Time, PoorSignal, Attention, Meditation
16:33:03, 0, 48, 56
16:33:04, 0, 54, 57
16:33:06, 0, 57, 60
16:33:07, 0, 57, 53
16:33:09, 0, 60, 57
16:33:10, 0, 47, 48
16:33:12, 0, 47, 40
16:33:13, 0, 47, 50
16:33:15, 0, 38, 43
16:33:16, 0, 53, 50
16:33:18, 0, 41, 64
16:33:19, 0, 35, 64
16:33:21, 0, 35, 81
16:33:22, 0, 23, 81
16:33:24, 0, 24, 67
16:33:25, 0, 26, 75
16:33:27, 0, 30, 69
16:33:28, 0, 44, 80
16:33:30, 0, 53, 80
16:33:31, 0, 53, 69
16:33:33, 0, 48, 64
16:33:34, 0, 50, 44
16:33:36, 0, 38, 48
16:33:37, 0, 50, 54
16:33:39, 0, 67, 51
16:33:40, 0, 67, 56
16:33:42, 0, 88, 56
16:33:43, 0, 87, 41
16:33:45, 0, 83, 40
16:33:46, 0, 78, 54
16:33:48, 0, 64, 57
16:33:49, 0, 56, 63
16:33:51, 0, 50, 78
16:33:52, 0, 41, 70
16:33:54, 0, 30, 66
16:33:55, 0, 38, 48
16:33:57, 0, 30, 26
16:33:58, 0, 51, 27
16:34:00, 0, 56, 37
16:34:01, 0, 57, 61
16:34:03, 0, 57, 70
16:34:04, 0, 43, 74
16:34:06, 0, 50, 69
16:34:07, 0, 40, 66
16:34:09, 0, 44, 67
16:34:10, 0, 47, 74
16:34:12, 0, 51, 67
16:34:13, 0, 77, 50
16:34:15, 0, 87, 47
16:34:16, 0, 88, 35
16:34:18, 0, 91, 38
16:34:19, 0, 84, 53
16:34:21, 0, 78, 57
16:34:22, 0, 81, 63
16:34:24, 0, 66, 63
16:34:25, 0, 53, 57
16:34:27, 0, 43, 56
16:34:28, 0, 37, 47
16:34:30, 0, 29, 38
16:34:31, 0, 24, 29
16:34:33, 0, 24, 29
16:34:34, 0, 14, 41
16:34:36, 0, 30, 51
16:34:37, 0, 34, 56
16:34:39, 0, 30, 56
